time,values
1636020000000,2.027
1636020900000,2.026
1636021800000,2.024
1636022700000,2.0324999999999998
1636023600000,2.0294999999999996
1636024500000,2.027
1636025400000,2.0164999999999997
1636026300000,2.0105
1636027200000,2.0185
1636028100000,2.0214999999999996
1636029000000,2.0164999999999997
1636029900000,2.018
1636030800000,2.024
1636031700000,2.0195
1636032600000,2.0155
1636033500000,2.012
1636034400000,2.0185
1636035300000,2.0149999999999997
1636036200000,2.011
1636037100000,2.0055
1636038000000,1.9909999999999999
1636038900000,1.9585
1636039800000,1.983
1636040700000,1.978
1636041600000,1.972
1636042500000,1.9825
1636043400000,1.972
1636044300000,1.9775
1636045200000,1.979
1636046100000,1.9745
1636047000000,1.968
1636047900000,1.964
1636048800000,1.9645000000000001
1636049700000,1.981
1636050600000,1.984
1636051500000,1.9740000000000002
1636052400000,1.971
1636053300000,1.9775
1636054200000,1.982
1636055100000,1.9820000000000002
1636056000000,1.9785
1636056900000,1.9815
1636057800000,1.9835
1636058700000,1.983
1636059600000,1.984
1636060500000,1.984
1636061400000,1.9835
1636062300000,1.9845000000000002
1636063200000,1.9815
1636064100000,1.9825
1636065000000,1.9855
1636065900000,1.984
1636066800000,1.983
1636067700000,1.986
1636068600000,1.9875
1636069500000,1.9820000000000002
1636070400000,1.979
1636071300000,1.9735
1636072200000,1.971
1636073100000,1.9660000000000002
1636074000000,1.9685000000000001
1636074900000,1.9715
1636075800000,1.971
1636076700000,1.9795
1636077600000,1.9865
1636078500000,1.988
1636079400000,1.9860000000000002
1636080300000,1.983
1636081200000,1.9855
1636082100000,1.9945
1636083000000,1.99
1636083900000,1.9939999999999998
1636084800000,1.9975
1636085700000,2.0075000000000003
1636086600000,2.011
1636087500000,2.0084999999999997
1636088400000,2.0095
1636089300000,2.0060000000000002
1636090200000,2.0025
1636091100000,2.004
1636092000000,2.012
1636092900000,2.0145
1636093800000,2.0119999999999996
1636094700000,2.0084999999999997
1636095600000,2.0125
1636096500000,2.0149999999999997
1636097400000,2.013
1636098300000,2.01
1636099200000,2.0075000000000003
1636100100000,2.0054999999999996
1636101000000,2.0025
